"","CEC.A","CEC.B","CEC.C","OC.A","OC.B","OC.C","Clay.A","Clay.B","Clay.C","dem","vdchn","X","lstm","evisd","ndwi.b","twi","ndwi.a","Y"
"1",-0.0465772617144026,0.179277507502319,0.354959230883126,0.93004248140127,0.121894127929096,-0.0189035995930578,0.228749845513993,0.240458137690631,-0.0620876945728599,0.0585607979109984,1.03717113071125,0.0472707400182673,-0.251890266404526,0.522706251569359,0.0283925973177106,-0.986239993186507,0.226260725700494,0.309918157554096
"2",-0.21879609844601,1.31017106083132,1.95755956603577,2.6661492253788,1.46396487877019,2.35341958524955,-0.365800430970922,1.47546726540734,2.61924199240004,-0.740333097888954,0.01734645732229,0.987164316738387,0.477911949841641,-0.826832681411388,-0.108955745207383,0.47163723368003,-0.799493495044955,-2.22219424979507
"3",-0.371352512305341,1.14210215541031,1.06149938556543,1.99423164825427,2.97806979861085,2.55775400272487,-0.286496982690772,1.68993958811567,2.42252805838439,-0.630105601697435,-0.318899239987577,1.08953110804957,0.0394977211633382,0.0185989162123644,-0.203361333510496,-0.846090809503543,-0.433594479110346,-2.03475341346192
"4",0.397078564047663,0.655013028214661,-0.306262398784005,0.853038722991144,0.174987859409351,-0.531527734496921,0.128902744223834,0.441132007624413,0.133328529370985,-0.81859738373134,0.383452247144915,0.429635146721146,0.361254590416271,-0.813221681777469,-0.238302921312625,-0.429568276433392,-0.893284733833416,-1.07583269903944
"5",0.294883227360266,0.417564827395937,-0.378993229565501,1.00165805362035,-0.432261012029635,-0.313145244616381,-0.0485862142411193,0.325591951691364,0.218190662106444,-0.659720747737191,0.919733782247627,0.349636499097858,0.519913332199369,-0.955748131344069,-0.991533776643477,-0.881030204116924,-0.561546106469292,-1.17285267393349
"6",2.39383901902786,-0.090587625129063,-0.324015565560974,-0.806687235520768,-1.78603772636234,-1.32460086444286,1.88153178595677,-0.0800348797262459,-0.21156952217227,-0.7864022037941,-0.813813487262175,0.792336635571678,0.360718763323756,0.146691059846009,0.445153193185219,-0.219566654815295,-0.413001217849395,-2.07498631813033
"7",0.733336080255833,-0.193623833153154,0.115806296252427,-0.252906766375808,-0.631126801709056,-0.221194689168863,0.421985227778021,-0.285258967905671,-0.678700116637776,1.67959142644999,-0.665915146911373,-1.52518493921873,1.88381652226127,-0.731427511807762,0.371449248825347,0.157577527414611,-1.16158213446763,-0.93539238989569
"8",-1.05159068458968,-1.93980426313631,-1.82215842157159,-0.19402110878449,0.166533117726114,0.0546568484429765,-0.854428868205398,-1.46561962077727,-1.02437673785703,-0.654111807251817,1.2713693112899,0.356521933312456,0.512123338093029,-0.961470404844227,-0.83940812266136,0.161109920376771,-0.823994627759237,-1.1734039678987
"9",0.625414237840761,1.20525118319334,1.29782703445983,-1.77158003483632,-0.436575656093281,-0.680947282505432,0.546301713164013,1.04362963071042,0.694663728322083,-0.863372264930438,-0.0753831002931597,0.465533541338092,0.703778294665756,-0.619951343489722,2.85380045148204,-0.115144292669061,-1.37572369456474,-1.21621028816056
"10",-0.0730203915307476,1.11783994098929,1.10540507299969,-0.741432114233697,-0.622370489514446,-0.772897768070563,0.157603143372076,1.2146611088202,0.769404903714921,-0.926064455397749,-0.771793388250895,0.491452872074207,0.731617282455482,0.0324835552639664,2.38860091697286,-0.713430011757567,-0.721663303232825,-1.21579065466572
"11",-1.10701195723391,-1.28913443603472,-0.836075463240852,-1.21497394225172,-0.115995705544349,0.717555758596113,-1.22227916783556,-1.37654197920638,-0.732800317600514,-0.69675226962526,-0.698918256729615,0.410349553281142,-0.553425755737276,1.5993333571741,-0.814776247602503,-0.223006687356271,1.42635198412026,-0.242289069214453
"12",0.496899347915386,-0.238152208241863,-1.34847360045981,-0.547678108630541,-0.396338735945323,0.0546568484429765,-0.00578740480366991,-0.784496627362692,-0.707540319760315,1.56977547606956,-0.651265209893911,-1.58972297903413,2.57219134415614,-0.827903900231838,0.190696346026399,0.657964439704758,-1.30523876440037,-0.970172069884944
"13",0.583101548371512,-0.321606687575859,0.111879287527277,-0.646674495471428,-0.589671486967955,0.00649227177998986,0.0516325956889417,-0.58468315249734,-0.430008723240394,1.48139492726528,-0.320190481245228,-1.64752560404179,2.64685646378269,-1.3541496995475,0.100854568822861,-0.807613108893478,-1.24471658732433,-1.00972298459034
"14",-0.965072294331075,-2.02791530949012,-1.79466952222162,0.412110356882838,-0.938695719696444,-1.23265035680961,-0.628158200934175,-1.23764796777888,-0.688042765897534,-0.0445246410615534,-0.798883153259735,-0.441516113601358,1.40066785485186,-1.22003042705468,-0.521052500096558,-0.200263269425027,-0.907341301036447,-0.904135657590782
"15",2.56563576313256,1.62095436887177,1.89867440458285,-0.81502307358898,0.395868047040486,2.99707304031331,4.37504341811624,3.10533312045139,3.91749855230221,0.0583767424625053,1.49443568278952,-0.389756102347865,1.26944940811373,-1.2335054615772,-0.264530004681946,-0.713502199883253,-1.04841169295828,-0.96040796528742
"16",-0.840321208804063,-1.17976495809066,-0.988746166690187,-1.29736380002637,0.0569311196652691,0.629579690777003,-0.855783390746031,-1.54438862181379,-0.947559717525304,-0.546125281159602,-0.459557022223921,-0.101354303403174,0.612098022997423,-0.46791674442174,1.60955016755965,-0.488823790063759,-0.527321405132148,-0.547403803875009
"17",0.633446474963367,0.758689032143226,-0.112200753716481,0.243335747598989,1.73077914387136,0.902364917490876,0.42408840592884,0.883921997812823,0.456747183958834,-0.545149895869864,-1.02408269982434,-0.111576333891499,0.580474821366671,-0.904391365246181,2.0201159511566,-0.71598710188965,-0.338018107652798,-0.543896608326558
"18",-0.30354951102846,0.338308597016209,0.570545607173719,-1.18937703553271,-0.801195160478293,-0.187554275021542,-0.218522436606594,0.0736679230090852,0.0452384247251504,-0.464011440321073,0.17579473303664,-0.110951611582334,0.847881999588921,-1.07579194067722,1.12219623512841,-0.394510335032937,-0.878182902292774,-0.518061883262948
"19",0.236988822393444,0.499471752145088,0.816771993365181,-0.389475358537588,-0.694813288134995,0.146607275159781,0.279957177786725,0.10311312740105,0.00331066339320627,0.138362679712494,0.600987679699998,-0.453035663825181,1.48307664409574,-1.43528057184457,0.758952285155855,-0.372265033951247,-1.26103011826231,-1.10779174727835
"20",-0.965453018192945,-1.2310832914181,-0.645906690723655,-1.25961233693905,-0.158845343644864,0.999136099990477,-1.16463901986383,-1.55442010871839,-0.587696133775829,-0.493803040699354,-1.15477065085121,-0.175604487171491,0.836480832528917,-0.432829410359873,0.626876676517256,0.741467979206308,-0.0568590299318797,-0.516238970715645
"21",-0.930724857367345,-0.284077955336397,1.41117625584067,-0.381476295513766,0.542003876499648,1.24433749229837,0.687804296943409,1.13139506142936,2.44300113841135,-0.682863141437424,-0.856410941001587,0.915800774278736,0.189399355846018,-0.447263836280862,0.772743497571639,0.482939732425099,-0.825071854462825,-1.9570557733135
"22",0.0863160512453508,0.90215975478565,1.69975879692727,-0.421471353775555,1.0188726875629,0.549201418092234,0.529197117156023,1.41663223924164,3.1765160002992,-0.686091984364267,-0.594914364128663,0.909702173283304,0.338551290480826,-0.250326956261289,0.634348031742574,-0.428520425236549,-0.467979995398882,-1.98180572655136
"23",1.03555433997152,1.18682285828799,0.481230255143466,0.314438105393787,0.738656464862252,-0.74499242739723,0.925714823049194,1.03676364431198,1.61795559785593,-0.707535258518588,-0.792813489678289,0.809265877011112,0.384048362438359,-0.609336996221599,0.510678171596398,-0.00476563399848703,-0.375792502910752,-1.98418380159685
"24",0.374477789631142,1.15635617870446,1.28451675102939,0.826375113512445,0.816955722250478,-0.214903352424641,0.24597003062334,1.27367362790286,1.72397392837452,-0.707928887427609,-0.796000504766207,0.808912459202736,0.384048362438359,-0.609336996221599,0.510678171596398,0.639262615234394,-0.375792502910752,-1.98442641691368
"25",-0.343970531020448,-0.924569116395864,-0.170327894449113,-0.980523619215436,-0.0701700687320431,0.823697505163443,-0.547688323640149,-0.672095066632822,0.28358902007251,0.148597845751744,-0.819159381380139,-0.551822505635754,1.39580409161651,-0.396928613407587,1.11707386560343,-0.611403901076733,-0.879439803814908,-1.06439029589348
"26",0.867258161610268,-0.616833099169085,-1.92611891938766,-0.133506729287289,0.673372525041997,-0.980275561088335,0.827799368964907,0.849625689628129,1.04968309481134,0.342723679080732,-0.581139846576339,-0.633148963905316,1.47308317858328,-0.91869400407907,0.798152271806185,-0.690327390790299,-1.04565159681437,-0.995025442434586
"27",-0.114379978219817,-1.40218037689642,-1.12151209034805,-0.0343189821469549,-0.300162864535947,-0.443586657973854,0.383278491359278,1.46100392013451,2.33874623574932,0.342532565458696,-0.684748504277753,-0.644450238778123,1.49881290621052,-1.45155841170671,0.568236954226192,-0.432657739506767,-1.26655201408647,-0.996183103720479
"28",-1.40195382624056,-1.794138487366,-1.25863681574801,-1.07419122166442,-0.833811315396743,0.0546568484429765,-1.63239202085632,-2.0521938993961,-1.37005335907628,1.45230357914274,-0.977552680853058,-1.29390346644276,-0.95955250102315,-1.02252863080216,-0.0154633403730289,1.47636358831939,-0.750662807807432,1.11433989793237
"29",0.775191737185431,1.03379466495801,0.981705260267355,0.263244496090679,-0.505108966280829,-0.588996791423271,0.687351105055667,0.561495634879584,0.44241331007944,-0.779811091313662,0.777067132415487,0.910664346216298,-0.710796638153553,0.858475428052253,-0.566530557156847,0.0465041715543627,0.687389517837728,0.488066613580123
"30",0.462258037160038,-0.169690776791452,0.376950406440374,0.87494075366139,-1.05001049848765,-1.23265035680961,0.351573161215278,-0.667760178510406,-0.0714303438326175,0.0404617406740991,1.16305841127394,0.0590078381898225,-0.335392924894875,-0.0206332477823308,-0.057965543515276,-1.14371975723841,-0.204084859526757,0.31439538740666
"31",0.109899600685329,-0.202427056505821,0.2120171395382,1.58315196928978,-0.935954277805766,-1.23265035680961,-0.274182761537179,-0.676154910512302,-0.379736461438957,-0.0241884142803364,0.978002373794978,0.0814090927207822,-0.62776676642258,-0.274397359226592,0.0785479688731772,-0.693086989284626,-0.300069585786903,0.344100668608503
"32",0.136208640271816,-0.284435301948908,-0.0491269706497471,-1.38950339720211,-0.377835940255993,-0.0372937070045409,-0.157388127768603,-0.831513410851194,-0.930950618963926,1.666468924496,-0.734299704427746,-1.6264838177972,0.939177405402396,-0.630063191951741,0.564997067280251,-0.257627380480148,-0.882921293196199,0.386070014998586
"33",0.541646393227233,0.0759040158620673,-0.385948246844509,0.882092578209821,-1.06455089448702,-1.46640405611771,0.370199240643098,0.43267045121638,0.580526403229405,-0.872523594128809,0.951460367042553,0.97221712351316,-0.820620084373119,0.0131004666260302,-0.122330199044777,-0.456503282669035,-0.0283584500366178,0.775497663852228
"34",0.347946239394737,0.219466233916462,-0.130989453946938,0.454942635894794,0.467223246554689,-0.746626217873077,0.368127149783333,0.297568339140527,0.690967914771278,-0.804655726444263,-0.467213828396392,0.972669756324966,-1.09781126448886,0.380046993632161,-0.0947113760215012,1.26551704026353,0.237877309746323,1.14546338288465
